,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
7624,larsgr_rlinuxmodules,0,1,0,0,1441271403000,2,2,0,1,1,2,2,False,48,2,50,0.0,,,,,,,1,,,
7630,haraldwf_nordpred,0,1,5,1,1421098889000,6,2,0,1,1,0,0,False,441,13,783,1.0,0.0,0.0,1.0,0.2,1.0,0.1,1,1.8,3.0872951517925307,1201.6
7631,ecology-rocks_grammar,0,17,3,0,1437355473000,1,1,1,1,0,1,1,False,585,28,563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.8465430016863404,2372.0
7634,tomesch_elasticsearch,0,5,3,0,1413815337000,9,3,2,2,2,21,21,False,547,21,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.6666666666666667,2.7902909956604645,1398.666666666667
7637,juba_questionr,18,51,10,3,1360343361000,59,4,7,8,6,13,13,True,1651,18,1133,17.0,0.0,0.0,1.0,0.017857142857142856,1.0,0.017857142857142856,8,1.8571428571428568,2.993557036735322,1485.571428571429
7642,marce10_warbler,1,8,10,4,1436460550000,26,2,0,1,2,0,0,True,2587,35,2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.25,2.6951849430435497,2509.0
7643,kieranrcampbell_curver,0,2,2,0,1426519138000,3,1,1,1,0,1,1,False,111,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,2.29448742746615,3102.0
7645,mikegerhardt_echem,0,1,3,0,1445130219000,6,1,0,1,0,0,0,False,327,18,467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.5079948420373952,3782.0
7648,njahn82_viaf,0,1,4,0,1434641810000,5,1,0,1,0,0,0,False,31,3,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.5931752851365726,1185.75
7649,lauriekell_biodyn,0,1,10,5,1364215420000,35,2,0,2,2,0,0,False,3408,49,2270,4.0,5.0,0.25,3.0,0.15,5.0,0.25,2,2.0,1.4360153311187724,2362.9
7650,traitecoevo_stateliner,2,2,7,3,1440170136000,3,2,2,2,0,1,1,False,295,7,183,1.0,3.0,0.3,3.0,0.3,4.0,0.4,2,1.3333333333333333,2.5398929514213826,1179.25
7651,wahani_saesim,2,37,10,1,1394460589000,61,1,2,2,0,1,1,True,623,31,573,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.7142857142857142,3.211957211512522,1850.571428571429
7653,rcastelo_variantfiltering,1,5,6,28,1406750396000,282,2,2,4,2,1,1,False,4704,26,729,3.0,0.0,0.0,2.0,0.07142857142857142,3.0,0.10714285714285714,4,1.5,3.3440877055599065,3376.0
7658,funkhou9_edittools,0,1,3,0,1436809616000,9,1,1,1,0,0,0,False,526,19,271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4620573355817874,1636.0
7660,usgs-r_sensorqc,4,38,6,0,1403820584000,23,2,2,2,3,5,5,False,385,13,141,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,2,1.6,2.678471372286672,1376.2
7667,vectrun_pgobjects,1,2,3,1,1363379896000,1,1,1,1,0,0,0,False,898,25,124,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.5,1.8826563507414567,2150.0
7670,briatte_ggnet,14,2,9,0,1370678320000,5,1,13,13,14,82,82,False,973,3,481,2.0,0.0,0.0,1.0,0.015384615384615384,1.0,0.015384615384615384,13,2.25,2.0094359525752212,2326.375
7672,cancercentrum_rccepi,4,8,5,2,1440572883000,7,0,2,2,0,0,0,False,205,9,306,0.0,,,6.0,0.42857142857142855,6.0,0.42857142857142855,2,1.2857142857142858,3.0280604616318967,826.5714285714287
7673,jeroenooms_travis,0,1,5,0,1448361216000,2,1,2,2,0,2,2,False,18,1,26,1.0,0.0,0.0,2.0,0.5,2.0,0.5,2,1.4,4.762978194721477,912.0
7674,ropengov_helsinki,1,12,7,0,1387404864000,38,2,3,4,0,4,4,True,347,11,342,2.0,0.0,0.0,1.0,0.0625,1.0,0.0625,4,1.6666666666666667,3.956516195622362,2250.333333333333
7676,nebulae-co_homicidios,0,2,0,0,1438565990000,2,2,0,2,2,2,2,False,38,2,40,0.0,,,,,,,2,,,
7677,zhangh12_artp2,0,2,2,1,1433648231000,79,2,0,1,1,1,1,True,4188,97,180,0.0,,,,,,,1,2.0,4.000730727073438,2737.0
7679,henrikbengtsson_aroma.light,0,7,5,0,1411425144000,150,3,1,1,1,0,0,True,2470,45,4206,11.0,4.0,0.3333333333333333,4.0,1.0,4.0,0.3333333333333333,1,2.0,0.3529980657640232,3102.0
7680,cancercentrum_commentr,0,9,2,0,1413191234000,12,1,1,1,0,0,0,True,173,7,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.8465430016863404,2372.0
7681,alexkowa_sparktable,4,9,10,4,1380775688000,52,3,7,8,8,30,30,True,3431,12,343,1.0,0.0,0.0,2.0,0.08333333333333333,2.0,0.08333333333333333,8,1.8,2.5284281189744457,2737.0
7684,hadley_clusterfly,1,0,9,0,1218231390000,12,1,3,3,3,12,12,True,393,11,359,2.0,3.0,1.0,3.0,0.3333333333333333,4.0,0.4444444444444444,3,2.75,1.620634163406799,3237.0
7689,seananderson_jackets,0,3,6,0,1384401721000,3,2,1,1,1,1,1,False,17,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.654023244712552,1794.4
7690,mtorchiano_effsize,0,8,1,1,1420620949000,8,2,3,3,1,1,1,True,449,6,112,11.0,,,,,,,3,3.0,3.529980657640232,3102.0
7694,statlab_permuter,0,10,4,0,1430761994000,2,2,0,2,2,0,0,False,683,12,207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.6666666666666667,2.2187382288509743,2250.333333333333
7695,omarbenites_sbformula,0,1,9,0,1427834585000,12,2,2,2,2,0,0,False,2376,176,3138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,2.7835481435414966,1961.375
7696,idpt_dptmethods,0,3,1,0,1352835335000,2,2,0,1,3,0,0,False,4850,273,520,0.0,,,,,,,1,2.0,0.2353320438426821,3102.0
7697,predictiveecology_fpcompare,0,1,3,0,1428005704000,16,1,1,1,0,1,1,True,43,4,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,4.3794913848648624,1155.3333333333333
7700,predictiveecology_spades,73,185,30,4,1390614052000,374,6,10,10,4,8,8,True,7661,46,6712,3.0,3.0,0.029411764705882356,5.0,0.029411764705882356,5.0,0.026737967914438502,10,1.9545454545454544,3.9098162058239563,2072.8636363636365
7703,jmackie4_cyclertools,0,2,10,4,1439380081000,6,1,2,2,0,3,3,True,1373,24,1117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,4.607276664470704,1798.571428571429
7707,swotherspoon_sbw,0,1,5,0,1366762400000,8,2,0,1,0,0,0,False,629,1,626,0.0,1.0,0.25,1.0,0.5,1.0,0.25,1,2.0,5.949880801741544,2417.75
7714,tectronics_google-motion-charts-with-r,2,35,6,3,1446735394000,121,1,1,1,0,0,0,False,1614,26,483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,3.6451665726728617,1824.666666666667
7715,leekgroup_enrichedranges,0,1,0,3,1406566999000,3,2,0,1,1,1,1,False,77,5,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
7723,genome_bmm,0,1,2,0,1365526059000,5,4,2,2,6,2,2,False,1376,1,1674,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,1.8826563507414567,3102.0
7726,jasenfinch_msmsproc,0,1,4,3,1440015383000,3,1,0,1,0,0,0,False,365,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.0854158809306345,1995.5
7728,lebebr01_spsstor,0,1,10,2,1359145933000,8,2,0,1,8,14,14,False,743,18,213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7777777777777777,2.2429842252497516,2879.0
7739,ropensci_geonames,0,10,1,0,1399218131000,9,4,5,6,2,12,12,True,168,8,438,32.0,,,,,,,6,1.0,2.588652482269504,3102.0
7744,ermueller_rmassbankgui,2,19,2,1,1395862508000,11,2,3,3,1,0,0,False,1630,16,169,0.0,2.0,1.0,2.0,0.6666666666666666,3.0,1.0,3,2.5,1.925,3285.0
7751,statnet_epimodelhpc,0,3,9,0,1427088204000,12,1,1,1,0,1,1,False,565,20,458,1.0,1.0,0.25,1.0,0.25,1.0,0.25,1,2.5,3.748104150253058,1423.0
7752,karel-kroeze_multighquad,0,3,3,1,1414677269000,10,2,1,1,0,0,0,True,114,3,191,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.8195199637289985,2737.0
7755,jakubnowicki_retrogeomorph,0,1,5,1,1446635188000,8,1,0,1,0,0,0,False,114,4,56,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1,2.0,2.256836362968745,1907.0
7757,jrklasen_relmm,0,2,3,0,1447527296000,4,1,0,1,1,1,1,False,97,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,1.7785824409644868,2737.0
7758,lme4_lme4,258,103,36,8,1352563085000,162,15,116,120,59,170,170,True,8835,57,3786,1211.0,6.0,0.03636363636363636,34.0,0.02575757575757576,40.0,0.030052592036063114,120,7.68,2.3017770811508598,2460.7916666666665
7762,jo-tham_v8r,0,6,5,0,1413059854000,1,1,1,1,0,0,0,False,1,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.115513946629381,1730.25
7764,aaronwolen_dmgwas2,0,4,5,1,1430844700000,11,1,1,1,0,0,0,False,266,10,162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,2.3503440635046964,2858.666666666666
7771,cardcorp_fbrads,4,5,8,0,1434242178000,4,2,5,6,9,37,37,True,877,13,556,1.0,1.0,0.1,3.0,0.1,3.0,0.1,6,1.4285714285714286,2.525570451616512,1518.0
7772,jpmml_r2pmml,1,3,3,0,1424354411000,8,1,4,4,2,10,10,False,42,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,2.4620573355817874,2372.0
7775,pbiecek_diagnoza,1,5,1,0,1414167758000,6,2,2,2,1,2,2,False,0,0,0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2,1.0,2.0018281535649,547.0
7785,okugami79_googletrend,0,6,5,1,1381382731000,4,2,8,8,12,12,12,False,505,9,173,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,1.4821851049695405,2737.0
7787,lwaldron_mistakenidentities,0,1,0,2,1446569669000,1,1,1,1,0,0,0,False,253,12,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
7791,dselivanov_lshr,1,3,6,1,1433970756000,8,1,1,1,1,4,4,False,230,12,162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.631385203037295,1456.5
7795,bryangoodrich_alsm,1,4,19,0,1438152411000,2,1,1,1,0,0,0,False,2424,20,659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.583333333333333,2.4140860359794662,2952.7272727272725
7797,wilsontom_fietools,1,0,6,1,1423603449000,7,1,1,1,0,0,0,False,917,30,443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.4,2.333655705996131,3510.0
7798,galuardi_hmmwoa,0,2,4,2,1429065808000,1,2,0,1,1,0,0,False,657,23,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,5.089363244119469,2828.25
7801,noahhl_r-does-rss,0,1,2,0,1298862420000,2,1,1,1,0,5,5,False,115,3,0,0.0,,,,,,,1,,,
7802,langcog_wordbankr,1,7,9,0,1437103918000,13,2,3,3,1,3,3,True,188,1,121,1.0,0.0,0.0,1.0,0.04166666666666666,1.0,0.04166666666666666,3,1.625,3.0768390326438744,1216.125
7807,dmpe_wufoor,0,1,6,0,1436272298000,23,2,1,1,1,0,0,True,139,7,213,1.0,0.0,0.0,1.0,0.25,1.0,0.125,1,2.333333333333333,2.877687670430789,1155.3333333333333
7814,ouhscbbmc_redcapr,26,76,11,2,1385530078000,225,6,8,11,9,13,13,True,1232,32,1312,3.0,2.0,0.05555555555555555,13.0,0.19696969696969696,13.0,0.19696969696969696,11,1.5714285714285714,4.404673970937386,1068.4285714285713
7816,ropensci_solrium,15,73,8,2,1385424277000,80,4,10,12,11,40,40,True,1647,70,2776,1.0,0.0,0.0,11.0,0.18333333333333326,11.0,0.18333333333333326,12,2.2857142857142856,2.877687670430789,1385.857142857143
7818,google-code-export_google-motion-charts-with-r,2,35,6,3,1426227261000,121,0,1,1,0,0,0,False,1614,26,483,0.0,,,0.0,0.0,0.0,0.0,1,1.6666666666666667,3.6451665726728617,1824.666666666667
7820,rturn_parsetweetfiles,0,1,5,0,1432535626000,6,2,0,1,2,3,3,False,165,1,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.4,4.724237002252483,1569.0
7821,usgs-r_glmtools,34,160,7,2,1365169639000,155,3,15,17,12,7,7,False,1272,45,873,11.0,4.0,0.26666666666666666,15.0,0.17647058823529413,16.0,0.18823529411764706,17,1.6666666666666667,2.623079025765764,2463.5
7823,jamesthomson_r2d3,0,5,4,0,1405188390000,6,2,4,4,13,47,47,False,1250,3,259,0.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.08333333333333333,4,1.75,1.636954005675339,2562.5
7825,chendaniely_configr,0,1,2,1,1421099550000,1,1,0,1,0,0,0,False,158,2,36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.8465430016863404,2372.0
7830,karthicj_bullseye,0,14,17,2,1446096303000,5,1,1,1,2,0,0,False,12,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5714285714285714,2.880181665253285,2530.857142857143
7833,yihui_rd2roxygen,14,7,4,0,1290817384000,86,1,10,17,8,10,10,True,388,7,205,12.0,3.0,1.0,11.0,0.21568627450980396,12.0,0.2352941176470588,17,3.0,4.522061797973815,912.0
7834,bendv_timesyncr,0,7,5,1,1423047111000,7,1,1,1,1,5,5,False,404,7,246,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.25,5.733959105367597,2280.75
7842,tguillerme_multree,1,25,7,0,1407937924000,29,2,0,2,1,3,3,False,739,16,665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.333333333333333,2.404646112161249,2311.1666666666665
7843,mikelove_tximport,4,9,3,4,1447852393000,28,3,5,5,6,28,28,False,203,1,128,1.0,0.0,0.0,1.0,0.1,1.0,0.1,5,2.0,3.4885712142371963,1094.6666666666667
7844,jmpsteen_medflex,0,1,13,3,1418245035000,31,1,1,1,0,0,0,True,1139,8,1035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8,2.8832236130838744,3576.6
7846,hudsonsuds_plotmdts,0,2,6,0,1433194858000,1,1,0,2,0,0,0,False,229,4,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.6666666666666667,1.9243568925064012,1724.5
7847,adjust_api-client-r,1,6,3,0,1431903127000,5,2,0,3,2,0,0,False,167,1,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,3.0117411527044435,2128.6666666666665
7849,wch_r6,10,70,7,1,1399437234000,49,7,43,45,19,106,106,True,549,8,632,211.0,11.0,0.22448979591836732,27.0,0.08571428571428573,32.0,0.1015873015873016,45,1.7142857142857142,1.9781069038501031,1902.7142857142856
7852,clonghurst_res.plotter,1,2,2,0,1427906289000,4,2,1,2,1,0,0,False,17,1,10,0.0,0.0,0.0,1.0,0.25,1.0,0.25,2,2.0,3.2328568213557927,1459.5
7856,ramseylab_regshape,0,1,2,0,1419448159000,2,5,2,2,1,3,3,False,92,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,4.003656307129798,547.0
7860,edwindj_cbsodatar,0,1,7,2,1430317477000,17,1,1,1,1,1,1,True,343,17,198,1.0,3.0,0.6,3.0,0.6,3.0,0.6,1,1.4285714285714286,4.092133439939835,1167.5714285714287
7862,ggobi_cranvas,52,164,23,3,1292531608000,97,9,27,28,15,70,70,False,6326,54,2589,19.0,24.0,0.13333333333333333,28.0,0.05,38.0,0.06551724137931035,28,1.947368421052632,1.8902677463934932,2235.722222222222
7864,gmonette_p3d,0,2,3,0,1431139565000,1,1,1,1,0,0,0,False,1558,32,392,4.0,,,,,,,1,1.5,3.978820116054158,4288.5
7865,czigler_arepa,0,1,6,2,1398452789000,5,2,1,1,1,0,0,False,132,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1666666666666665,2.8507624533178375,2676.1666666666665
7866,szugat_predfat,0,2,3,1,1429281918000,2,1,1,1,0,0,0,False,554,23,200,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1,1.6666666666666667,1.8560286677908937,1477.0
7873,girke-lab_chemminer,7,31,17,9,1455925722000,221,0,5,6,1,0,0,False,5005,15,1162,44.0,,,0.0,0.0,0.0,0.0,6,1.7777777777777777,2.123055576767781,3041.333333333333
7875,hadjipantelis_tpace,1,1,19,0,1430187541000,51,3,0,1,3,3,3,False,4186,84,1583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.636363636363636,3.9442352843870254,3218.2727272727275
7877,oswaldosantos_ggsn,1,1,7,2,1440202009000,5,1,2,2,1,8,8,True,290,9,203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8571428571428568,4.350588107135649,2372.142857142857
7878,csgillespie_renamer,0,2,0,0,1427709971000,2,1,3,3,0,5,5,False,79,2,19,0.0,,,,,,,3,,,
7880,ianmcook_wkb,2,8,2,0,1425013935000,13,1,2,2,1,1,1,True,470,7,691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,4.702176314470455,2737.0
7881,bernhard-da_sdctable,5,27,6,1,1377000652000,94,1,1,1,0,2,2,True,5618,26,2217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.564605576815373,2493.6666666666665
7891,michbur_dpcr,7,20,18,1,1378578726000,77,3,1,2,1,2,2,True,2621,82,2748,7.0,2.0,0.06666666666666668,0.0,0.0,2.0,0.06666666666666668,2,1.8,3.2139341647458686,2490.5
7904,hadley_productplots,2,4,4,0,1259248790000,13,3,3,5,3,11,11,True,403,13,246,20.0,4.0,0.3333333333333333,4.0,0.2,5.0,0.20833333333333331,5,2.25,1.811964851096288,2562.5
7905,bhklab_metagx,3,2,10,6,1420757017000,8,6,3,3,3,1,1,False,1886,32,575,6.0,8.0,0.26666666666666666,4.0,0.26666666666666666,9.0,0.2571428571428571,3,2.125,1.84867996986686,2444.714285714286
7906,kirillseva_rediska,0,1,3,0,1424388377000,1,1,0,1,0,1,1,False,56,3,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.5189648365590687,1642.0
7911,wrathematics_rdym,2,3,1,1,1414111347000,11,2,9,9,4,29,29,False,488,11,115,2.0,,,,,,,9,2.0,2.669104204753199,547.0
7912,jetq88_ibrokers,0,8,2,0,1430451304000,36,0,1,1,0,0,0,True,3754,53,224,15.0,,,0.0,0.0,0.0,0.0,1,1.5,2.412153449387492,3102.0
7913,nutterb_argumentcheck,0,8,2,1,1418909850000,13,1,2,2,0,0,0,True,121,8,195,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.2328568213557927,1459.5
7915,eddelbuettel_rcppde,2,6,5,0,1386817934000,20,3,0,2,2,1,1,True,481,14,31,3.0,2.0,0.6666666666666666,1.0,0.5,2.0,0.6666666666666666,2,1.0,2.23565441650548,3102.0
7919,kjgilbert_anemone,0,1,4,1,1429913830000,4,1,2,2,0,2,2,False,1085,8,885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.75,3.8940035762293777,2554.5
7920,ohdsi_ohdsirtools,0,1,7,0,1433391735000,8,2,1,1,1,1,1,False,833,8,347,5.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1,1.3333333333333333,1.2873524451939289,4440.666666666667
7921,hoesler_dplyr-src-h2,1,0,6,0,1401703624000,8,1,2,2,0,0,0,False,80,2,42,0.0,0.0,0.0,2.0,0.16666666666666666,2.0,0.16666666666666666,2,1.25,2.2319427445733435,1202.25
7922,abarbour_beachball,1,1,6,2,1422521549000,3,1,1,1,0,0,0,False,87,7,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,5.8232844658215495,2235.25
7924,ben-domingue_conjointchecks,2,10,3,2,1328302569000,12,1,1,1,0,1,1,True,811,10,139,1.0,,,,,,,1,1.0,0.6666666666666666,5475.0
7925,wch_downloader,0,7,2,1,1351308390000,22,3,4,6,5,18,18,True,80,4,149,421.0,0.0,0.0,3.0,0.5,3.0,0.5,6,1.5,2.1723568431616216,2737.0
7927,shearer_samplesize,0,1,0,0,1375130032000,7,2,0,1,3,1,1,True,193,2,0,2.0,,,,,,,1,,,
7929,faskally_ef,0,1,8,2,1426072598000,12,1,1,1,0,1,1,False,695,7,315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7142857142857142,3.3102512498625396,1626.857142857143
7930,ropensci_alm,6,53,12,1,1366922833000,57,3,3,4,6,9,9,True,953,21,826,4.0,2.0,0.06666666666666668,8.0,0.2,8.0,0.2,4,2.1666666666666665,2.312716596600412,1948.833333333333
7931,ts404_alignstat,3,32,8,0,1444302426000,18,2,2,2,1,0,0,True,315,6,191,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.7142857142857144,2.235315438112806,2971.714285714286
7935,mjwestgate_circleplot,0,4,1,1,1412740048000,10,2,2,3,2,29,29,False,857,4,186,0.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,3,2.0,,698.0
7936,rdinnager_greenpiper,3,1,4,0,1403662178000,6,1,1,1,1,12,12,False,45,1,46,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1.6666666666666667,2.0018281535649,774.0
7940,michaelgavin_tei2r,1,9,3,1,1434042685000,24,2,2,2,0,2,2,False,609,28,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,4.003656307129798,547.0
7943,jackstat_lambda4,1,2,3,0,1365464801000,10,1,2,2,0,0,0,True,537,16,297,0.0,0.0,0.0,1.0,0.25,1.0,0.25,2,2.5,2.584187919886316,2737.0
7948,krlmlr_wrswor,1,3,4,0,1362471104000,93,1,2,2,0,2,2,True,89,12,207,3.0,1.0,1.0,1.0,0.5,1.0,0.5,2,3.0,2.0617197479412557,2068.0
7949,rstudio_rmarkdown,301,317,7,3,1390411519000,241,30,298,318,255,472,472,True,4080,32,2194,354.0,28.0,0.2333333333333333,112.0,0.0880503144654088,119.0,0.09296875,318,1.6666666666666667,3.036849584491576,1794.166666666667
7952,gaborcsardi_whoami,0,2,3,1,1433137935000,8,1,2,2,0,3,3,True,137,1,79,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2,1.6666666666666667,2.7902909956604645,1398.666666666667
7953,trinker_stansent,0,1,7,7,1440038615000,10,1,1,1,0,1,1,False,409,16,312,0.0,3.0,0.42857142857142855,3.0,0.42857142857142855,4.0,0.5714285714285714,1,1.6666666666666667,3.225443219366882,1563.75
7957,cddesja_r4atlantis,0,4,1,0,1400520290000,3,3,1,3,1,1,1,False,831,14,329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.7783191230207065,1642.0
7961,ropensci_fulltext,38,43,19,5,1401378670000,97,6,20,21,14,48,48,True,2166,34,1651,0.0,14.0,0.16666666666666666,31.0,0.1054421768707483,31.0,0.1054421768707483,21,1.7058823529411764,2.6653319631914725,1474.9411764705883
7965,data-cleaning_errorlocate,3,4,3,1,1436540777000,7,1,2,2,0,0,0,False,834,18,246,1.0,0.0,0.0,1.0,0.25,1.0,0.25,2,1.5,2.751862001124227,1306.0
7968,taiwanrusergroup_dsc2014tutorial,16,75,23,1,1405856523000,29,11,16,21,47,64,64,False,173,6,31,8.0,0.0,0.0,2.0,0.007936507936507936,2.0,0.007246376811594203,21,2.2777777777777777,2.4346241833700213,2866.888888888889
7970,larmarange_labelled,2,5,6,0,1436379891000,4,1,2,2,0,1,1,True,613,11,382,4.0,0.0,0.0,1.0,0.125,1.0,0.125,2,1.3333333333333333,2.8820285112857116,1672.5
7977,vegandevs_lmodel2,0,1,1,0,1439292737000,12,1,2,2,0,0,0,True,472,1,69,13.0,1.0,1.0,1.0,0.5,1.0,0.5,2,3.0,4.118310767246937,3102.0
7981,d-morrison_metrumrg,6,78,7,2,1440465595000,83,2,1,1,0,0,0,True,7602,103,448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,1.408714807650978,3147.75
7989,uzhao_fence,0,1,8,2,1395392980000,10,2,0,1,1,0,0,False,939,18,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.7246352077118796,2763.142857142857
7992,jcizel_fredr,2,7,7,0,1423870137000,2,1,15,17,18,26,26,False,971,3,174,5.0,0.0,0.0,3.0,0.04411764705882353,3.0,0.04411764705882353,17,1.5,2.9502491180404062,1550.75
7993,zhenkewu_nplcm,0,2,13,1,1422310627000,11,3,0,2,3,1,1,False,4851,35,2583,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.5433855128002487,2424.7272727272725
7997,nrel_repra,2,5,8,0,1412184087000,5,1,2,2,1,1,1,True,491,10,567,0.0,1.0,0.16666666666666666,5.0,0.4166666666666667,6.0,0.5,2,1.8571428571428568,2.573684956842834,1782.7142857142858
8002,ramhiser_noncensus,15,17,11,1,1399061027000,9,2,2,2,2,13,13,True,1550,16,424,4.0,0.0,0.0,1.0,0.07142857142857142,1.0,0.07142857142857142,2,2.0,2.504527967879962,2253.8888888888887
8004,hredestig_pcamethods,0,1,4,3,1452974525000,104,1,1,1,0,2,2,False,2277,31,2165,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.1769825918762087,3102.0
8005,usgs-r_smwrdata,0,3,0,0,1360094582000,11,2,1,1,1,0,0,False,63,27,971,5.0,,,,,,,1,,,
8006,leeper_margins,3,21,4,1,1413231702000,9,1,3,3,3,10,10,False,348,6,35,0.0,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,3,2.0,2.5112123215900106,1779.75
8017,australianantarcticdatacentre_datemoss,0,1,2,0,1386576091000,14,3,0,1,0,0,0,False,232,1,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.5296582849774338,3102.0
8020,asgr_magicaxis,0,1,5,0,1380971579000,10,1,0,2,2,1,1,True,992,12,11,16.0,1.0,0.5,0.0,0.0,1.0,0.25,2,2.75,2.22309012491013,2828.25
8023,expersso_oecd,1,1,6,1,1435585700000,25,2,0,3,2,15,15,True,71,1,118,4.0,0.0,0.0,2.0,0.13333333333333333,2.0,0.13333333333333333,3,1.6666666666666667,3.4880196671951236,1368.3333333333333
8024,jefferis_readbitmap,0,1,5,0,1323700044000,15,1,1,1,0,1,1,True,28,2,58,13.0,2.0,1.0,1.0,0.5,2.0,1.0,1,1.2,1.2316262133084381,2192.6
8025,jtilly_matchingr,1,30,5,0,1430851387000,44,2,4,4,3,3,3,True,345,7,1043,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,2.5189648365590687,1642.0
